date,sku_name,category,quantity,final_price,is_promo,weekday
2023-11-07,Manteiga,Lacticínios,51,2.66,0,1
2023-01-31,Café Grão,Mercearia,30,14.79,0,1
2023-04-09,Azeite Virgem,Mercearia,66,7.42,0,6
2023-04-21,Azeite Virgem,Mercearia,53,8.92,0,4
2023-02-15,Cerveja Pack 6,Bebidas,60,5.14,1,2
2023-04-18,Azeite Virgem,Mercearia,55,8.45,0,1
2023-12-13,Detergente Roupa,Limpeza,69,12.64,1,2
2023-04-04,Detergente Roupa,Limpeza,50,14.85,0,1
2024-01-01,Leite Meio Gordo,Lacticínios,41,0.71,1,0
2023-02-22,Cerveja Pack 6,Bebidas,52,5.35,1,2
2023-12-20,Detergente Roupa,Limpeza,55,15.84,0,2
2023-02-12,Manteiga,Lacticínios,73,2.23,1,6
2024-01-01,Azeite Virgem,Mercearia,46,8.09,0,0
2023-12-06,Arroz Agulha,Mercearia,45,1.05,0,2
2023-06-01,Manteiga,Lacticínios,59,1.8,1,3
2023-11-16,Detergente Roupa,Limpeza,37,16.87,0,3
2023-04-19,Arroz Agulha,Mercearia,42,1.37,0,2
2023-11-16,Arroz Agulha,Mercearia,57,0.8,1,3
2023-04-10,Café Grão,Mercearia,47,11.59,0,0
2023-09-26,Arroz Agulha,Mercearia,35,1.25,0,1
2023-07-09,Detergente Roupa,Limpeza,76,12.92,1,6
2023-09-14,Arroz Agulha,Mercearia,44,1.33,0,3
2023-02-03,Arroz Agulha,Mercearia,56,1.28,0,4
2023-02-24,Bolachas Maria,Mercearia,40,1.44,0,4
2023-06-23,Azeite Virgem,Mercearia,50,9.33,0,4
2023-01-13,Detergente Roupa,Limpeza,27,18.04,0,4
2023-09-10,Bolachas Maria,Mercearia,63,0.91,1,6
2023-09-23,Leite Meio Gordo,Lacticínios,54,1.03,0,5
2023-08-14,Detergente Roupa,Limpeza,90,10.74,1,0
2023-01-04,Arroz Agulha,Mercearia,41,1.29,0,2
2023-04-05,Leite Meio Gordo,Lacticínios,47,1.0,0,2
2023-08-08,Café Grão,Mercearia,29,14.2,0,1
2023-05-08,Azeite Virgem,Mercearia,34,10.43,0,0
2023-12-01,Detergente Roupa,Limpeza,44,14.63,0,4
2023-08-11,Azeite Virgem,Mercearia,58,5.48,1,4
2023-05-18,Cerveja Pack 6,Bebidas,33,6.88,0,3
2023-08-07,Arroz Agulha,Mercearia,50,0.94,1,0
2023-11-16,Detergente Roupa,Limpeza,46,14.46,0,3
2023-06-23,Cerveja Pack 6,Bebidas,22,7.92,0,4
2023-12-17,Cerveja Pack 6,Bebidas,40,7.38,0,6
2023-12-05,Cerveja Pack 6,Bebidas,36,6.28,0,1
2023-03-31,Cerveja Pack 6,Bebidas,30,7.27,0,4
2023-05-08,Café Grão,Mercearia,46,11.88,0,0
2023-04-17,Café Grão,Mercearia,67,9.17,1,0
2023-10-17,Cerveja Pack 6,Bebidas,47,6.49,0,1
2023-09-28,Leite Meio Gordo,Lacticínios,53,0.89,0,3
2023-11-10,Cerveja Pack 6,Bebidas,51,4.92,1,4
2023-04-29,Detergente Roupa,Limpeza,46,15.8,0,5
2023-12-10,Manteiga,Lacticínios,47,2.76,0,6
2023-03-05,Arroz Agulha,Mercearia,62,1.21,0,6
2023-07-10,Cerveja Pack 6,Bebidas,45,5.76,0,0
2023-05-10,Leite Meio Gordo,Lacticínios,42,1.02,0,2
2023-09-23,Manteiga,Lacticínios,54,2.59,0,5
2023-08-17,Azeite Virgem,Mercearia,43,8.64,0,3
2023-11-27,Arroz Agulha,Mercearia,57,1.09,0,0
2023-02-02,Leite Meio Gordo,Lacticínios,46,0.88,0,3
2023-08-11,Manteiga,Lacticínios,40,2.84,0,4
2023-10-04,Manteiga,Lacticínios,39,2.46,0,2
2023-10-27,Café Grão,Mercearia,62,10.54,1,4
2023-10-18,Café Grão,Mercearia,49,11.38,0,2
2023-04-04,Café Grão,Mercearia,51,12.4,0,1
2023-03-10,Bolachas Maria,Mercearia,40,1.19,0,4
2023-05-13,Leite Meio Gordo,Lacticínios,63,0.83,0,5
2023-05-05,Cerveja Pack 6,Bebidas,47,5.25,1,4
2023-10-26,Detergente Roupa,Limpeza,50,14.9,0,3
2023-07-27,Azeite Virgem,Mercearia,65,5.84,1,3
2023-03-01,Café Grão,Mercearia,46,13.17,0,2
2023-03-20,Azeite Virgem,Mercearia,47,8.95,0,0
2023-06-03,Leite Meio Gordo,Lacticínios,54,0.87,0,5
2023-01-23,Arroz Agulha,Mercearia,36,1.22,0,0
2023-02-19,Arroz Agulha,Mercearia,60,1.34,0,6
2023-03-07,Detergente Roupa,Limpeza,53,13.2,1,1
2023-04-15,Manteiga,Lacticínios,60,2.49,0,5
2023-03-24,Arroz Agulha,Mercearia,35,1.13,0,4
2023-02-02,Cerveja Pack 6,Bebidas,39,6.69,0,3
2023-01-26,Azeite Virgem,Mercearia,47,5.88,1,3
2023-06-25,Manteiga,Lacticínios,47,2.67,0,6
2023-11-26,Cerveja Pack 6,Bebidas,67,5.48,0,6
2023-11-20,Leite Meio Gordo,Lacticínios,61,0.72,1,0
2023-11-14,Azeite Virgem,Mercearia,49,8.26,0,1
2023-07-22,Bolachas Maria,Mercearia,56,1.47,0,5
2023-09-24,Detergente Roupa,Limpeza,85,13.62,0,6
2023-08-05,Café Grão,Mercearia,76,10.23,1,5
2023-02-28,Café Grão,Mercearia,62,10.9,0,1
2023-12-11,Arroz Agulha,Mercearia,52,1.19,0,0
2023-12-07,Bolachas Maria,Mercearia,34,1.36,0,3
2023-11-04,Café Grão,Mercearia,51,12.38,0,5
2023-08-16,Bolachas Maria,Mercearia,63,1.06,1,2
2023-03-11,Manteiga,Lacticínios,59,2.65,0,5
2023-01-01,Café Grão,Mercearia,50,14.19,0,6
2024-01-01,Arroz Agulha,Mercearia,42,0.88,1,0
2023-10-03,Manteiga,Lacticínios,36,3.0,0,1
2023-10-28,Bolachas Maria,Mercearia,49,1.34,0,5
2023-12-30,Detergente Roupa,Limpeza,52,15.97,0,5
2023-08-07,Cerveja Pack 6,Bebidas,66,5.5,0,0
2023-12-24,Café Grão,Mercearia,20,16.13,0,6
2023-09-17,Bolachas Maria,Mercearia,55,1.27,0,6
2023-10-16,Detergente Roupa,Limpeza,48,15.7,0,0
2023-07-19,Detergente Roupa,Limpeza,59,15.2,0,2
2023-07-11,Leite Meio Gordo,Lacticínios,42,1.07,0,1
2023-03-04,Azeite Virgem,Mercearia,52,8.29,0,5
2023-09-22,Cerveja Pack 6,Bebidas,31,7.19,0,4
2023-08-15,Bolachas Maria,Mercearia,45,1.26,0,1
2023-06-15,Leite Meio Gordo,Lacticínios,41,0.95,0,3
2023-11-18,Cerveja Pack 6,Bebidas,76,5.74,0,5
2023-10-12,Leite Meio Gordo,Lacticínios,36,0.99,0,3
2023-10-10,Bolachas Maria,Mercearia,37,1.22,0,1
2023-07-21,Azeite Virgem,Mercearia,52,7.67,0,4
2023-08-23,Azeite Virgem,Mercearia,44,8.44,0,2
2023-05-12,Azeite Virgem,Mercearia,38,8.03,0,4
2023-10-04,Manteiga,Lacticínios,37,3.05,0,2
2023-07-10,Manteiga,Lacticínios,46,2.33,0,0
2023-07-14,Café Grão,Mercearia,57,9.54,1,4
2023-07-07,Azeite Virgem,Mercearia,72,3.86,1,4
2023-05-01,Cerveja Pack 6,Bebidas,66,5.01,1,0
2023-06-01,Bolachas Maria,Mercearia,56,0.98,1,3
2023-06-11,Arroz Agulha,Mercearia,65,1.0,0,6
2023-05-10,Manteiga,Lacticínios,53,2.51,0,2
2023-06-16,Bolachas Maria,Mercearia,57,1.02,1,4
2023-07-11,Leite Meio Gordo,Lacticínios,45,0.91,0,1
2023-07-28,Cerveja Pack 6,Bebidas,47,6.34,0,4
2023-02-27,Leite Meio Gordo,Lacticínios,52,1.18,0,0
2023-09-18,Café Grão,Mercearia,50,11.22,0,0
2023-07-12,Detergente Roupa,Limpeza,35,17.34,0,2
2023-01-16,Leite Meio Gordo,Lacticínios,40,0.87,0,0
2023-02-07,Detergente Roupa,Limpeza,53,13.08,1,1
2023-11-08,Bolachas Maria,Mercearia,45,1.31,0,2
2023-01-20,Detergente Roupa,Limpeza,37,16.27,0,4
2023-11-18,Café Grão,Mercearia,46,14.67,0,5
2023-04-19,Manteiga,Lacticínios,50,2.3,0,2
2023-04-22,Arroz Agulha,Mercearia,57,0.96,1,5
2023-11-08,Leite Meio Gordo,Lacticínios,50,0.84,0,2
2023-05-13,Café Grão,Mercearia,48,12.85,0,5
2023-10-15,Azeite Virgem,Mercearia,52,9.95,0,6
2023-03-07,Arroz Agulha,Mercearia,45,0.87,1,1
2023-04-17,Azeite Virgem,Mercearia,45,6.54,1,0
2023-09-30,Café Grão,Mercearia,53,11.25,0,5
2023-03-03,Azeite Virgem,Mercearia,42,8.59,0,4
2023-11-16,Café Grão,Mercearia,41,13.56,0,3
2023-03-24,Leite Meio Gordo,Lacticínios,47,1.02,0,4
2023-05-14,Detergente Roupa,Limpeza,28,18.0,0,6
2023-07-04,Bolachas Maria,Mercearia,44,1.25,0,1
2023-10-26,Leite Meio Gordo,Lacticínios,47,1.09,0,3
2023-02-21,Manteiga,Lacticínios,49,2.39,0,1
2023-03-16,Arroz Agulha,Mercearia,48,1.26,0,3
2023-05-15,Azeite Virgem,Mercearia,62,7.43,0,0
2023-09-19,Detergente Roupa,Limpeza,32,17.44,0,1
2023-12-09,Bolachas Maria,Mercearia,66,0.95,1,5
2023-07-23,Cerveja Pack 6,Bebidas,97,5.41,0,6
2023-09-15,Detergente Roupa,Limpeza,27,17.7,0,4
2023-03-09,Manteiga,Lacticínios,63,1.58,1,3
2023-03-14,Bolachas Maria,Mercearia,42,1.08,1,1
2023-03-12,Café Grão,Mercearia,55,13.1,0,6
2023-09-17,Azeite Virgem,Mercearia,45,8.03,0,6
2023-10-03,Bolachas Maria,Mercearia,54,1.16,0,1
2023-01-22,Bolachas Maria,Mercearia,52,1.28,0,6
2023-03-29,Bolachas Maria,Mercearia,47,1.26,0,2
2023-12-14,Cerveja Pack 6,Bebidas,33,7.04,0,3
2023-08-11,Detergente Roupa,Limpeza,64,14.15,0,4
2023-11-22,Arroz Agulha,Mercearia,46,0.98,1,2
2023-03-09,Bolachas Maria,Mercearia,54,1.31,0,3
2023-09-23,Bolachas Maria,Mercearia,61,1.42,0,5
2023-05-14,Bolachas Maria,Mercearia,69,1.18,0,6
2023-06-28,Azeite Virgem,Mercearia,49,7.06,1,2
2023-02-13,Azeite Virgem,Mercearia,51,7.95,0,0
2023-05-24,Detergente Roupa,Limpeza,59,14.92,0,2
2023-10-22,Manteiga,Lacticínios,54,2.55,0,6
2023-05-12,Azeite Virgem,Mercearia,43,9.04,0,4
2023-06-09,Leite Meio Gordo,Lacticínios,56,1.02,0,4
2023-10-12,Cerveja Pack 6,Bebidas,45,5.91,0,3
2023-02-14,Leite Meio Gordo,Lacticínios,41,0.97,0,1
2023-07-23,Arroz Agulha,Mercearia,53,1.05,0,6
2023-09-13,Arroz Agulha,Mercearia,54,1.17,0,2
2023-07-29,Cerveja Pack 6,Bebidas,64,5.51,0,5
2023-04-16,Detergente Roupa,Limpeza,82,13.91,0,6
2023-07-05,Leite Meio Gordo,Lacticínios,52,0.82,0,2
2023-02-11,Arroz Agulha,Mercearia,62,1.05,0,5
2023-08-13,Manteiga,Lacticínios,52,2.63,0,6
2023-01-21,Bolachas Maria,Mercearia,66,1.12,0,5
2023-01-19,Manteiga,Lacticínios,47,2.42,0,3
2023-07-11,Azeite Virgem,Mercearia,41,7.27,0,1
2023-12-03,Café Grão,Mercearia,67,11.41,0,6
2023-08-16,Azeite Virgem,Mercearia,49,9.52,0,2
2023-09-05,Detergente Roupa,Limpeza,56,14.79,0,1
2023-04-07,Arroz Agulha,Mercearia,50,1.18,0,4
2023-04-02,Leite Meio Gordo,Lacticínios,58,0.87,0,6
2024-01-01,Bolachas Maria,Mercearia,35,1.43,0,0
2023-12-27,Manteiga,Lacticínios,40,2.76,0,2
2023-06-16,Café Grão,Mercearia,38,14.26,0,4
2023-02-22,Azeite Virgem,Mercearia,44,8.73,0,2
2023-06-14,Detergente Roupa,Limpeza,44,14.54,0,2
2023-02-11,Arroz Agulha,Mercearia,50,1.18,0,5
2023-08-12,Leite Meio Gordo,Lacticínios,63,0.9,0,5
2023-11-08,Café Grão,Mercearia,54,10.49,1,2
2023-01-31,Azeite Virgem,Mercearia,59,6.6,1,1
2023-09-26,Azeite Virgem,Mercearia,50,6.91,1,1
2023-01-12,Leite Meio Gordo,Lacticínios,60,0.84,0,3
2023-05-27,Café Grão,Mercearia,89,8.77,1,5
2023-07-24,Manteiga,Lacticínios,35,2.64,0,0
2023-01-19,Azeite Virgem,Mercearia,48,9.01,0,3
2023-07-23,Cerveja Pack 6,Bebidas,64,5.38,1,6
2023-08-03,Arroz Agulha,Mercearia,59,1.19,0,3
2023-07-25,Arroz Agulha,Mercearia,54,0.88,1,1
2023-11-29,Cerveja Pack 6,Bebidas,34,6.92,0,2
2023-03-14,Detergente Roupa,Limpeza,59,13.43,1,1
2023-08-17,Leite Meio Gordo,Lacticínios,51,1.0,0,3
2023-01-19,Cerveja Pack 6,Bebidas,34,7.09,0,3
2023-06-05,Leite Meio Gordo,Lacticínios,51,0.77,1,0
2023-12-10,Arroz Agulha,Mercearia,50,1.32,0,6
2023-01-27,Café Grão,Mercearia,61,11.4,0,4
2023-03-02,Café Grão,Mercearia,87,8.38,1,3
2023-08-22,Arroz Agulha,Mercearia,52,1.06,0,1
2023-03-06,Leite Meio Gordo,Lacticínios,37,1.05,0,0
2023-01-03,Azeite Virgem,Mercearia,63,6.59,1,1
2023-04-12,Bolachas Maria,Mercearia,44,1.15,0,2
2023-08-03,Arroz Agulha,Mercearia,39,1.1,0,3
2023-07-29,Cerveja Pack 6,Bebidas,42,7.2,0,5
2023-02-14,Detergente Roupa,Limpeza,39,16.11,0,1
2023-02-02,Café Grão,Mercearia,63,9.86,1,3
2023-06-17,Café Grão,Mercearia,70,12.26,0,5
2023-07-11,Detergente Roupa,Limpeza,65,13.07,1,1
2023-11-20,Café Grão,Mercearia,40,13.03,0,0
2023-09-02,Leite Meio Gordo,Lacticínios,75,1.1,0,5
2023-04-20,Cerveja Pack 6,Bebidas,30,7.06,0,3
2023-01-10,Manteiga,Lacticínios,67,1.65,1,1
2023-08-30,Café Grão,Mercearia,58,11.45,0,2
2023-06-01,Leite Meio Gordo,Lacticínios,46,0.87,0,3
2023-05-18,Café Grão,Mercearia,52,10.17,1,3
2023-01-22,Cerveja Pack 6,Bebidas,65,5.97,0,6
2023-03-30,Leite Meio Gordo,Lacticínios,59,0.95,0,3
2023-02-20,Manteiga,Lacticínios,43,2.58,0,0
2023-11-06,Azeite Virgem,Mercearia,54,6.28,1,0
2023-04-01,Arroz Agulha,Mercearia,48,1.55,0,5
2023-12-04,Leite Meio Gordo,Lacticínios,46,1.01,0,0
2023-12-09,Café Grão,Mercearia,65,11.71,0,5
2023-08-08,Café Grão,Mercearia,31,14.48,0,1
2023-12-05,Azeite Virgem,Mercearia,41,8.05,0,1
2023-02-22,Arroz Agulha,Mercearia,47,1.23,0,2
2023-01-12,Arroz Agulha,Mercearia,51,1.07,0,3
2023-02-13,Azeite Virgem,Mercearia,57,7.28,0,0
2023-07-19,Café Grão,Mercearia,42,13.46,0,2
2023-01-24,Leite Meio Gordo,Lacticínios,47,0.9,0,1
2023-07-17,Cerveja Pack 6,Bebidas,43,6.4,0,0
2023-08-26,Café Grão,Mercearia,36,14.7,0,5
2023-10-11,Cerveja Pack 6,Bebidas,43,6.02,0,2
2023-06-10,Cerveja Pack 6,Bebidas,56,5.83,0,5
2023-11-30,Bolachas Maria,Mercearia,80,0.92,1,3
2023-08-18,Cerveja Pack 6,Bebidas,68,5.04,1,4
2023-01-09,Bolachas Maria,Mercearia,85,0.71,1,0
2023-09-30,Manteiga,Lacticínios,58,2.11,1,5
2023-10-31,Manteiga,Lacticínios,62,1.99,1,1
2023-01-03,Manteiga,Lacticínios,57,2.05,1,1
2023-02-10,Manteiga,Lacticínios,45,2.07,1,4
2023-12-28,Cerveja Pack 6,Bebidas,34,7.12,0,3
2023-12-22,Arroz Agulha,Mercearia,36,1.3,0,4
2023-05-31,Manteiga,Lacticínios,40,2.7,0,2
2023-06-02,Azeite Virgem,Mercearia,37,11.15,0,4
2023-05-05,Cerveja Pack 6,Bebidas,62,6.06,0,4
2023-01-14,Azeite Virgem,Mercearia,69,7.27,0,5
2023-04-01,Bolachas Maria,Mercearia,34,1.43,0,5
2023-06-19,Bolachas Maria,Mercearia,47,1.32,0,0
2023-05-16,Manteiga,Lacticínios,50,2.19,1,1
2023-10-16,Café Grão,Mercearia,29,14.44,0,0
2023-11-04,Cerveja Pack 6,Bebidas,51,5.83,0,5
2023-09-11,Cerveja Pack 6,Bebidas,32,6.95,0,0
2023-10-30,Detergente Roupa,Limpeza,47,15.1,0,0
2023-03-13,Arroz Agulha,Mercearia,56,1.13,0,0
2023-08-13,Cerveja Pack 6,Bebidas,69,5.84,0,6
2023-04-06,Bolachas Maria,Mercearia,60,1.07,1,3
2023-12-03,Arroz Agulha,Mercearia,47,1.26,0,6
2023-08-20,Azeite Virgem,Mercearia,43,9.3,0,6
2023-08-10,Detergente Roupa,Limpeza,36,14.92,0,3
2023-02-26,Bolachas Maria,Mercearia,60,1.16,0,6
2023-08-06,Bolachas Maria,Mercearia,48,1.43,0,6
2023-03-26,Leite Meio Gordo,Lacticínios,68,1.0,0,6
2023-11-14,Manteiga,Lacticínios,58,2.22,1,1
2023-08-08,Cerveja Pack 6,Bebidas,41,6.46,0,1
2023-12-30,Café Grão,Mercearia,41,13.76,0,5
2023-04-18,Bolachas Maria,Mercearia,51,1.08,1,1
2023-04-19,Arroz Agulha,Mercearia,51,0.83,1,2
2023-10-03,Azeite Virgem,Mercearia,51,7.71,0,1
2023-01-01,Bolachas Maria,Mercearia,75,0.97,1,6
2023-04-15,Bolachas Maria,Mercearia,54,1.26,0,5
2023-05-18,Detergente Roupa,Limpeza,26,18.8,0,3
2024-01-01,Manteiga,Lacticínios,54,2.12,1,0
2023-11-17,Manteiga,Lacticínios,45,2.91,0,4
2023-08-17,Detergente Roupa,Limpeza,34,16.29,0,3
2023-03-09,Arroz Agulha,Mercearia,53,0.9,1,3
2023-08-19,Manteiga,Lacticínios,76,2.3,0,5
2023-12-27,Leite Meio Gordo,Lacticínios,46,0.84,0,2
2023-03-26,Cerveja Pack 6,Bebidas,59,5.65,0,6
2023-09-01,Manteiga,Lacticínios,66,2.29,0,4
2023-04-28,Arroz Agulha,Mercearia,44,1.28,0,4
2023-01-15,Leite Meio Gordo,Lacticínios,68,0.9,0,6
2023-06-02,Bolachas Maria,Mercearia,38,1.43,0,4
2023-10-27,Azeite Virgem,Mercearia,44,8.49,0,4
2023-11-01,Manteiga,Lacticínios,53,2.15,1,2
2023-05-21,Cerveja Pack 6,Bebidas,58,4.92,1,6
2023-07-28,Leite Meio Gordo,Lacticínios,46,1.03,0,4
2023-06-18,Cerveja Pack 6,Bebidas,51,5.85,0,6
2023-12-22,Cerveja Pack 6,Bebidas,35,6.15,0,4
2023-08-03,Leite Meio Gordo,Lacticínios,41,1.13,0,3
2023-10-20,Leite Meio Gordo,Lacticínios,46,0.88,0,4
2023-09-11,Manteiga,Lacticínios,43,3.17,0,0
2023-04-27,Manteiga,Lacticínios,42,2.94,0,3
2023-11-25,Leite Meio Gordo,Lacticínios,62,0.99,0,5
2023-08-27,Bolachas Maria,Mercearia,63,1.08,1,6
2023-08-03,Leite Meio Gordo,Lacticínios,76,0.54,1,3
2023-03-31,Arroz Agulha,Mercearia,34,1.22,0,4
2023-09-17,Cerveja Pack 6,Bebidas,59,5.81,0,6
2023-02-11,Detergente Roupa,Limpeza,33,16.38,0,5
2023-01-20,Detergente Roupa,Limpeza,84,10.56,1,4
2023-04-11,Azeite Virgem,Mercearia,63,5.34,1,1
2023-06-25,Café Grão,Mercearia,58,10.78,1,6
2023-04-16,Azeite Virgem,Mercearia,58,7.61,0,6
2023-11-13,Leite Meio Gordo,Lacticínios,35,1.14,0,0
2023-11-12,Café Grão,Mercearia,74,11.47,0,6
2023-11-18,Manteiga,Lacticínios,38,2.98,0,5
2023-06-11,Café Grão,Mercearia,39,14.05,0,6
2023-01-06,Café Grão,Mercearia,63,10.25,1,4
2023-10-25,Cerveja Pack 6,Bebidas,37,6.25,0,2
2023-07-22,Azeite Virgem,Mercearia,58,9.25,0,5
2023-10-22,Arroz Agulha,Mercearia,58,1.02,0,6
2023-05-11,Arroz Agulha,Mercearia,38,0.81,1,3
2023-07-28,Arroz Agulha,Mercearia,51,1.14,0,4
2023-06-14,Bolachas Maria,Mercearia,43,1.11,0,2
2023-08-05,Cerveja Pack 6,Bebidas,50,6.48,0,5
2023-09-05,Azeite Virgem,Mercearia,63,6.77,1,1
2023-06-04,Arroz Agulha,Mercearia,82,1.1,0,6
2023-04-18,Manteiga,Lacticínios,45,3.1,0,1
2023-11-23,Leite Meio Gordo,Lacticínios,53,0.91,0,3
2023-03-31,Café Grão,Mercearia,44,14.18,0,4
2023-11-22,Bolachas Maria,Mercearia,61,1.09,0,2
2023-03-18,Azeite Virgem,Mercearia,69,6.77,1,5
2023-01-24,Manteiga,Lacticínios,48,2.51,0,1
2023-08-31,Detergente Roupa,Limpeza,55,15.19,0,3
2023-06-28,Arroz Agulha,Mercearia,62,1.44,0,2
2023-04-23,Café Grão,Mercearia,59,11.6,0,6
2023-12-23,Café Grão,Mercearia,75,9.08,1,5
2023-08-17,Leite Meio Gordo,Lacticínios,69,0.8,1,3
2023-06-03,Manteiga,Lacticínios,55,2.89,0,5
2023-06-04,Azeite Virgem,Mercearia,57,9.91,0,6
2023-06-02,Manteiga,Lacticínios,45,2.84,0,4
2023-06-14,Cerveja Pack 6,Bebidas,14,8.07,0,2
2023-03-04,Bolachas Maria,Mercearia,33,1.59,0,5
2023-08-14,Bolachas Maria,Mercearia,38,1.18,0,0
2023-03-29,Detergente Roupa,Limpeza,36,15.86,0,2
2023-07-09,Detergente Roupa,Limpeza,27,18.25,0,6
2023-01-07,Café Grão,Mercearia,64,10.66,1,5
2023-12-22,Manteiga,Lacticínios,53,2.52,0,4
2023-02-09,Bolachas Maria,Mercearia,48,1.24,0,3
2023-05-28,Bolachas Maria,Mercearia,49,1.24,0,6
2023-06-05,Leite Meio Gordo,Lacticínios,56,0.79,1,0
2023-12-05,Café Grão,Mercearia,47,12.56,0,1
2023-05-31,Bolachas Maria,Mercearia,48,1.07,1,2
2023-05-07,Leite Meio Gordo,Lacticínios,62,0.84,0,6
2023-05-02,Arroz Agulha,Mercearia,46,0.89,1,1
2023-07-13,Café Grão,Mercearia,61,11.43,0,3
2023-04-16,Manteiga,Lacticínios,70,2.3,0,6
2023-03-31,Café Grão,Mercearia,90,9.9,1,4
2023-02-07,Bolachas Maria,Mercearia,63,1.08,0,1
2023-06-18,Café Grão,Mercearia,67,9.95,1,6
2023-05-05,Azeite Virgem,Mercearia,59,6.7,1,4
2023-12-12,Cerveja Pack 6,Bebidas,20,8.07,0,1
2023-07-17,Detergente Roupa,Limpeza,17,19.3,0,0
2023-12-15,Manteiga,Lacticínios,67,1.71,1,4
2023-07-24,Arroz Agulha,Mercearia,55,1.11,0,0
2023-07-09,Detergente Roupa,Limpeza,70,12.76,1,6
2023-01-13,Café Grão,Mercearia,80,7.8,1,4
2023-05-04,Cerveja Pack 6,Bebidas,56,5.51,0,3
2023-10-20,Leite Meio Gordo,Lacticínios,51,0.94,0,4
2023-12-30,Bolachas Maria,Mercearia,63,1.34,0,5
2023-04-30,Manteiga,Lacticínios,51,2.65,0,6
2023-05-28,Detergente Roupa,Limpeza,64,14.29,0,6
2023-02-06,Cerveja Pack 6,Bebidas,74,5.08,1,0
2023-09-08,Leite Meio Gordo,Lacticínios,39,1.15,0,4
2023-09-23,Leite Meio Gordo,Lacticínios,88,0.92,0,5
2023-07-03,Detergente Roupa,Limpeza,44,15.54,0,0
2023-07-22,Bolachas Maria,Mercearia,83,0.86,1,5
2023-08-06,Leite Meio Gordo,Lacticínios,59,0.72,1,6
2023-01-28,Detergente Roupa,Limpeza,40,17.74,0,5
2023-09-24,Arroz Agulha,Mercearia,73,0.94,1,6
2023-02-17,Café Grão,Mercearia,56,11.12,0,4
2023-01-01,Leite Meio Gordo,Lacticínios,63,0.91,0,6
2023-08-21,Bolachas Maria,Mercearia,52,1.0,1,0
2023-07-23,Azeite Virgem,Mercearia,71,7.19,1,6
2023-01-06,Bolachas Maria,Mercearia,82,0.73,1,4
2023-05-24,Bolachas Maria,Mercearia,46,1.2,0,2
2023-03-07,Leite Meio Gordo,Lacticínios,49,0.9,0,1
2023-09-24,Café Grão,Mercearia,63,11.97,0,6
2023-04-01,Cerveja Pack 6,Bebidas,59,5.98,0,5
2023-07-21,Bolachas Maria,Mercearia,54,1.17,0,4
2023-02-08,Arroz Agulha,Mercearia,77,1.05,0,2
2023-08-31,Café Grão,Mercearia,59,10.42,1,3
2023-06-21,Café Grão,Mercearia,39,12.7,0,2
2023-04-27,Bolachas Maria,Mercearia,41,1.29,0,3
2023-09-28,Azeite Virgem,Mercearia,56,7.61,0,3
2023-05-08,Detergente Roupa,Limpeza,29,16.78,0,0
2023-04-05,Azeite Virgem,Mercearia,43,8.47,0,2
2023-06-16,Leite Meio Gordo,Lacticínios,43,1.0,0,4
2023-04-10,Cerveja Pack 6,Bebidas,52,5.69,0,0
2023-12-17,Manteiga,Lacticínios,77,1.6,1,6
2023-05-20,Café Grão,Mercearia,49,12.34,0,5
2023-04-03,Arroz Agulha,Mercearia,48,1.03,0,0
2023-01-11,Azeite Virgem,Mercearia,42,8.31,0,2
2023-03-25,Leite Meio Gordo,Lacticínios,61,1.25,0,5
2023-08-19,Cerveja Pack 6,Bebidas,33,7.82,0,5
2023-10-20,Bolachas Maria,Mercearia,55,1.29,0,4
2023-04-14,Detergente Roupa,Limpeza,38,15.79,0,4
2023-04-11,Manteiga,Lacticínios,46,2.42,0,1
2023-10-11,Cerveja Pack 6,Bebidas,16,7.66,0,2
2023-02-16,Manteiga,Lacticínios,34,3.1,0,3
2023-05-01,Bolachas Maria,Mercearia,52,1.07,1,0
2023-08-17,Café Grão,Mercearia,61,11.54,0,3
2023-02-15,Bolachas Maria,Mercearia,50,0.95,1,2
2023-07-15,Leite Meio Gordo,Lacticínios,65,0.84,0,5
2023-12-20,Azeite Virgem,Mercearia,60,8.27,0,2
2023-02-15,Bolachas Maria,Mercearia,31,1.39,0,2
2023-12-11,Arroz Agulha,Mercearia,55,1.17,0,0
2023-10-04,Azeite Virgem,Mercearia,55,6.94,1,2
2023-03-17,Manteiga,Lacticínios,54,2.57,0,4
2023-06-08,Azeite Virgem,Mercearia,57,6.37,1,3
2023-09-10,Manteiga,Lacticínios,100,2.09,1,6
2023-09-13,Arroz Agulha,Mercearia,43,1.15,0,2
2023-03-15,Detergente Roupa,Limpeza,31,17.44,0,2
2023-12-21,Cerveja Pack 6,Bebidas,61,6.23,0,3
2023-09-09,Detergente Roupa,Limpeza,79,12.91,1,5
2023-04-12,Azeite Virgem,Mercearia,44,8.21,0,2
2023-12-04,Detergente Roupa,Limpeza,34,16.78,0,0
2023-06-15,Leite Meio Gordo,Lacticínios,46,1.01,0,3
2023-06-01,Leite Meio Gordo,Lacticínios,47,0.96,0,3
2023-09-03,Leite Meio Gordo,Lacticínios,79,0.7,1,6
2023-08-09,Leite Meio Gordo,Lacticínios,56,1.0,0,2
2023-09-04,Cerveja Pack 6,Bebidas,44,6.01,0,0
2023-06-14,Arroz Agulha,Mercearia,47,1.06,0,2
2023-08-07,Manteiga,Lacticínios,76,1.81,1,0
